 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
340	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1433	50	1	1	2	6	2	2	2	0	6	6	6	0	160000	40000	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20000	20000	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3005	49	1	1	2	6	2	2	2	0	6	6	6	0	163265.3061	40816.32653	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20408.16327	20408.16327	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1443	5	1	1	2	6	2	2	2	0	6	6	6	0	1600000	400000	5	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	200000	200000	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
27000	42	1	1	2	6	2	2	2	0	6	6	6	0	190476.1905	47619.04762	42	0	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23809.52381	23809.52381	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3013	82	1	1	2	6	2	2	2	0	6	6	6	0	97560.97561	24390.2439	82	0	82	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	12195.12195	12195.12195	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
8400	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1583	11	1	1	2	6	2	2	2	0	6	6	6	0	727272.7273	181818.1818	11	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	90909.09091	90909.09091	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
8402	67	1	1	2	6	2	2	2	0	6	6	6	0	119402.9851	29850.74627	67	0	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	14925.37313	14925.37313	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3011	42	1	1	2	6	2	2	2	0	6	6	6	0	190476.1905	47619.04762	42	0	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23809.52381	23809.52381	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9080	73	1	1	2	6	2	2	2	0	6	6	6	0	109589.0411	27397.26027	73	0	73	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	13698.63014	13698.63014	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1580	29	1	1	2	6	2	2	2	0	6	6	6	0	275862.069	68965.51724	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	34482.75862	34482.75862	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9081	81	1	1	2	6	2	2	2	0	6	6	6	0	98765.4321	24691.35802	81	0	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	12345.67901	12345.67901	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
6839	56	1	1	2	6	2	2	2	0	6	6	6	0	142857.1429	35714.28571	56	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	17857.14286	17857.14286	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3800	7	1	1	2	6	2	2	2	0	6	6	6	0	1142857.143	285714.2857	7	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	142857.1429	142857.1429	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3801	52	1	1	2	6	2	2	2	0	6	6	6	0	153846.1538	38461.53846	52	0	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	19230.76923	19230.76923	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3945	22	1	1	2	6	2	2	2	0	6	6	6	0	363636.3636	90909.09091	22	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	45454.54545	45454.54545	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
54328	69	1	1	2	6	2	2	2	0	6	6	6	0	115942.029	28985.50725	69	0	69	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	14492.75362	14492.75362	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1309	49	1	1	2	6	2	2	2	0	6	6	6	0	163265.3061	40816.32653	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20408.16327	20408.16327	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
59298	222	1	2	0	0	0	0	0	0	0	0	0	0	0	13513.51351	111	155.5634919	221	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	32	64	4504.504505	9009.009009	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	32	0	0	0	0	0	0	1	0	2	0	395	229	0	32	0	0	0	0	0	0	0	0	BENIGN
5510	48	1	1	2	6	2	2	2	0	6	6	6	0	166666.6667	41666.66667	48	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20833.33333	20833.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1301	98	1	1	2	6	2	2	2	0	6	6	6	0	81632.65306	20408.16327	98	0	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	10204.08163	10204.08163	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3017	58	1	1	2	6	2	2	2	0	6	6	6	0	137931.0345	34482.75862	58	0	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	17241.37931	17241.37931	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1300	49	1	1	2	6	2	2	2	0	6	6	6	0	163265.3061	40816.32653	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20408.16327	20408.16327	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9876	61	1	1	2	6	2	2	2	0	6	6	6	0	131147.541	32786.88525	61	0	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	16393.44262	16393.44262	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
4343	48	1	1	2	6	2	2	2	0	6	6	6	0	166666.6667	41666.66667	48	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20833.33333	20833.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
20031	49	1	1	2	6	2	2	2	0	6	6	6	0	163265.3061	40816.32653	49	0	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20408.16327	20408.16327	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1310	114	1	1	2	6	2	2	2	0	6	6	6	0	70175.4386	17543.85965	114	0	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	8771.929825	8771.929825	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9877	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1455	73	1	1	2	6	2	2	2	0	6	6	6	0	109589.0411	27397.26027	73	0	73	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	13698.63014	13698.63014	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9878	46	1	1	2	6	2	2	2	0	6	6	6	0	173913.0435	43478.26087	46	0	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	21739.13043	21739.13043	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
6059	11	1	1	2	6	2	2	2	0	6	6	6	0	727272.7273	181818.1818	11	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	90909.09091	90909.09091	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3168	29	1	1	2	6	2	2	2	0	6	6	6	0	275862.069	68965.51724	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	34482.75862	34482.75862	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9090	60	1	1	2	6	2	2	2	0	6	6	6	0	133333.3333	33333.33333	60	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	16666.66667	16666.66667	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9091	74	1	1	2	6	2	2	2	0	6	6	6	0	108108.1081	27027.02703	74	0	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	13513.51351	13513.51351	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3809	6	1	1	2	6	2	2	2	0	6	6	6	0	1333333.333	333333.3333	6	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	166666.6667	166666.6667	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1594	22	1	1	2	6	2	2	2	0	6	6	6	0	363636.3636	90909.09091	22	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	45454.54545	45454.54545	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
15003	12	1	1	2	6	2	2	2	0	6	6	6	0	666666.6667	166666.6667	12	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	83333.33333	83333.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
15004	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
33354	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
15000	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3814	43	1	1	2	6	2	2	2	0	6	6	6	0	186046.5116	46511.62791	43	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23255.81395	23255.81395	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
15002	54	1	1	2	6	2	2	2	0	6	6	6	0	148148.1481	37037.03704	54	0	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	18518.51852	18518.51852	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
19350	12	1	1	2	6	2	2	2	0	6	6	6	0	666666.6667	166666.6667	12	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	83333.33333	83333.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
2638	48	1	1	2	6	2	2	2	0	6	6	6	0	166666.6667	41666.66667	48	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20833.33333	20833.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
20828	42	1	1	2	6	2	2	2	0	6	6	6	0	190476.1905	47619.04762	42	0	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23809.52381	23809.52381	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
222	60	1	1	2	6	2	2	2	0	6	6	6	0	133333.3333	33333.33333	60	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	16666.66667	16666.66667	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
64623	50	1	1	2	6	2	2	2	0	6	6	6	0	160000	40000	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20000	20000	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1311	20	1	1	2	6	2	2	2	0	6	6	6	0	400000	100000	20	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	50000	50000	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
366	56	1	1	2	6	2	2	2	0	6	6	6	0	142857.1429	35714.28571	56	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	17857.14286	17857.14286	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
5666	13	1	1	2	6	2	2	2	0	6	6	6	0	615384.6154	153846.1538	13	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	76923.07692	76923.07692	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
254	26	1	1	2	6	2	2	2	0	6	6	6	0	307692.3077	76923.07692	26	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	38461.53846	38461.53846	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
5678	3	1	1	2	6	2	2	2	0	6	6	6	0	2666666.667	666666.6667	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	333333.3333	333333.3333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
28201	42	1	1	2	6	2	2	2	0	6	6	6	0	190476.1905	47619.04762	42	0	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	23809.52381	23809.52381	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
7103	51	1	1	2	6	2	2	2	0	6	6	6	0	156862.7451	39215.68627	51	0	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	19607.84314	19607.84314	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
110	45	1	1	2	6	2	2	2	0	6	6	6	0	177777.7778	44444.44444	45	0	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	22222.22222	22222.22222	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
256	137	1	1	2	6	2	2	2	0	6	6	6	0	58394.16058	14598.54015	137	0	137	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	7299.270073	7299.270073	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
255	66	1	1	2	6	2	2	2	0	6	6	6	0	121212.1212	30303.0303	66	0	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	15151.51515	15151.51515	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1322	39	1	1	2	6	2	2	2	0	6	6	6	0	205128.2051	51282.05128	39	0	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	25641.02564	25641.02564	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
7100	54	1	1	2	6	2	2	2	0	6	6	6	0	148148.1481	37037.03704	54	0	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	18518.51852	18518.51852	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
34571	39	1	1	2	6	2	2	2	0	6	6	6	0	205128.2051	51282.05128	39	0	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	25641.02564	25641.02564	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3030	14	1	1	2	6	2	2	2	0	6	6	6	0	571428.5714	142857.1429	14	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	71428.57143	71428.57143	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
1461	64	1	1	2	6	2	2	2	0	6	6	6	0	125000	31250	64	0	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	15625	15625	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3031	44	1	1	2	6	2	2	2	0	6	6	6	0	181818.1818	45454.54545	44	0	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	22727.27273	22727.27273	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
9099	80	1	1	2	6	2	2	2	0	6	6	6	0	100000	25000	80	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	12500	12500	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
12265	48	1	1	2	6	2	2	2	0	6	6	6	0	166666.6667	41666.66667	48	0	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	20833.33333	20833.33333	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
50006	6	1	1	2	6	2	2	2	0	6	6	6	0	1333333.333	333333.3333	6	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	166666.6667	166666.6667	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
50003	110	1	1	2	6	2	2	2	0	6	6	6	0	72727.27273	18181.81818	110	0	110	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	9090.909091	9090.909091	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
3826	16	1	1	2	6	2	2	2	0	6	6	6	0	500000	125000	16	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	62500	62500	2	6	3.333333333	2.309401077	5.333333333	0	0	0	1	0	0	0	0	1	5	2	6	24	0	0	0	0	0	0	1	2	1	6	1024	0	0	24	0	0	0	0	0	0	0	0	PortScan
